# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	285341	286969	+						64156513	PRJBM_RS01045	1629		old_locus_tag=PRJBM_00223
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	285341	286969	+	WP_011180163.1	WP_011180163.1		MFS transporter		64156513	PRJBM_RS01045	1629	542	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	287438	288397	-					truB	64156514	PRJBM_RS01050	960		old_locus_tag=PRJBM_00224
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	287438	288397	-	WP_011180164.1	WP_011180164.1		tRNA pseudouridine(55) synthase TruB	truB	64156514	PRJBM_RS01050	960	319	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	288402	288809	-					rbfA	64156515	PRJBM_RS01055	408		old_locus_tag=PRJBM_00225
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	288402	288809	-	WP_011180165.1	WP_011180165.1		30S ribosome-binding factor RbfA	rbfA	64156515	PRJBM_RS01055	408	135	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	288938	291475	-					infB	64156516	PRJBM_RS01060	2538		old_locus_tag=PRJBM_00226
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	288938	291475	-	WP_034447518.1	WP_034447518.1		translation initiation factor IF-2	infB	64156516	PRJBM_RS01060	2538	845	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	291472	292107	-						64156517	PRJBM_RS01065	636		old_locus_tag=PRJBM_00227
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	291472	292107	-	WP_011180167.1	WP_011180167.1		RNA-binding protein		64156517	PRJBM_RS01065	636	211	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	292134	293720	-					nusA	64156518	PRJBM_RS01070	1587		old_locus_tag=PRJBM_00228
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	292134	293720	-	WP_011180168.1	WP_011180168.1		transcription termination factor NusA	nusA	64156518	PRJBM_RS01070	1587	528	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	293770	294420	-					rimP	64156519	PRJBM_RS01075	651		old_locus_tag=PRJBM_00229
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	293770	294420	-	WP_011180169.1	WP_011180169.1		ribosome maturation factor RimP	rimP	64156519	PRJBM_RS01075	651	216	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	294549	295250	-						64156520	PRJBM_RS01080	702		old_locus_tag=PRJBM_00230
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	294549	295250	-	WP_011180170.1	WP_011180170.1		tRNA (guanine(46)-N(7))-methyltransferase TrmB		64156520	PRJBM_RS01080	702	233	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	295247	296515	-					metK	64156521	PRJBM_RS01085	1269		old_locus_tag=PRJBM_00231
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	295247	296515	-	WP_011180171.1	WP_011180171.1		methionine adenosyltransferase	metK	64156521	PRJBM_RS01085	1269	422	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	296636	297052	-						64156522	PRJBM_RS01090	417		old_locus_tag=PRJBM_00232
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	296636	297052	-	WP_011180172.1	WP_011180172.1		helix-turn-helix domain-containing protein		64156522	PRJBM_RS01090	417	138	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	297201	298835	-					lnt	64156523	PRJBM_RS01095	1635		old_locus_tag=PRJBM_00233
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	297201	298835	-	WP_011180173.1	WP_011180173.1		apolipoprotein N-acyltransferase	lnt	64156523	PRJBM_RS01095	1635	544	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	298798	299817	-						64156524	PRJBM_RS01100	1020		old_locus_tag=PRJBM_00234
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	298798	299817	-	WP_011180174.1	WP_011180174.1		hemolysin family protein		64156524	PRJBM_RS01100	1020	339	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	299920	300396	-					ybeY	64156525	PRJBM_RS01105	477		old_locus_tag=PRJBM_00235
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	299920	300396	-	WP_011180175.1	WP_011180175.1		rRNA maturation RNase YbeY	ybeY	64156525	PRJBM_RS01105	477	158	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	300417	301517	-						64156526	PRJBM_RS01110	1101		old_locus_tag=PRJBM_00236
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	300417	301517	-	WP_011180176.1	WP_011180176.1		PhoH family protein		64156526	PRJBM_RS01110	1101	366	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	301681	303057	-					miaB	64156527	PRJBM_RS01115	1377		old_locus_tag=PRJBM_00237
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	301681	303057	-	WP_038486950.1	WP_038486950.1		tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	miaB	64156527	PRJBM_RS01115	1377	458	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	303089	303580	-					rimI	64156528	PRJBM_RS01120	492		old_locus_tag=PRJBM_00238
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	303089	303580	-	WP_038486952.1	WP_038486952.1		ribosomal protein S18-alanine N-acetyltransferase	rimI	64156528	PRJBM_RS01120	492	163	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	303580	304263	-					tsaB	64156529	PRJBM_RS01125	684		old_locus_tag=PRJBM_00239
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	303580	304263	-	WP_011180179.1	WP_011180179.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	tsaB	64156529	PRJBM_RS01125	684	227	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	304847	305875	-						64156530	PRJBM_RS01130	1029		old_locus_tag=PRJBM_00240
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	304847	305875	-	WP_038488815.1	WP_038488815.1		putative sulfate exporter family transporter		64156530	PRJBM_RS01130	1029	342	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	305967	306572	-					recR	64156531	PRJBM_RS01135	606		old_locus_tag=PRJBM_00241
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	305967	306572	-	WP_038486959.1	WP_038486959.1		recombination mediator RecR	recR	64156531	PRJBM_RS01135	606	201	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	306607	306933	-						64156532	PRJBM_RS01140	327		old_locus_tag=PRJBM_00242
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	306607	306933	-	WP_038486961.1	WP_038486961.1		YbaB/EbfC family nucleoid-associated protein		64156532	PRJBM_RS01140	327	108	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	306948	308888	-						64156533	PRJBM_RS01145	1941		old_locus_tag=PRJBM_00243
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	306948	308888	-	WP_038486966.1	WP_038486966.1		DNA polymerase III subunit gamma/tau		64156533	PRJBM_RS01145	1941	646	
gene	SRP_RNA	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	309113	309210	-					ffs	64157814	PRJBM_RS08400	98		old_locus_tag=PRJBM_00244
ncRNA	SRP_RNA	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	309113	309210	-				signal recognition particle sRNA small type	ffs	64157814	PRJBM_RS08400	98		
gene	pseudogene	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	310182	310588	-						64156534	PRJBM_RS01150	407		pseudo
CDS	without_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	310182	310588	-				hypothetical protein		64156534	PRJBM_RS01150	407		pseudo
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	311065	311928	-						64156535	PRJBM_RS01155	864		old_locus_tag=PRJBM_00246
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	311065	311928	-	WP_038486972.1	WP_038486972.1		prephenate dehydratase		64156535	PRJBM_RS01155	864	287	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	311925	312656	-						64156536	PRJBM_RS01160	732		old_locus_tag=PRJBM_00247
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	311925	312656	-	WP_011180187.1	WP_011180187.1		3-deoxy-manno-octulosonate cytidylyltransferase		64156536	PRJBM_RS01160	732	243	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	312763	313314	+						64156537	PRJBM_RS01165	552		old_locus_tag=PRJBM_00248
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	312763	313314	+	WP_011180188.1	WP_011180188.1		c-type cytochrome		64156537	PRJBM_RS01165	552	183	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	313453	314574	+					yejB	64156538	PRJBM_RS01170	1122		old_locus_tag=PRJBM_00249
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	313453	314574	+	WP_011180189.1	WP_011180189.1		microcin C ABC transporter permease YejB	yejB	64156538	PRJBM_RS01170	1122	373	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	314574	315716	+						64156539	PRJBM_RS01175	1143		old_locus_tag=PRJBM_00250
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	314574	315716	+	WP_011180190.1	WP_011180190.1		ABC transporter permease		64156539	PRJBM_RS01175	1143	380	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	315713	317323	+						64156540	PRJBM_RS01180	1611		old_locus_tag=PRJBM_00251
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	315713	317323	+	WP_011180191.1	WP_011180191.1		ABC transporter ATP-binding protein		64156540	PRJBM_RS01180	1611	536	
gene	pseudogene	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	317269	317424	-						71696750	PRJBM_RS09300	156		partial;pseudo
CDS	without_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	317269	317424	-				thiamine biosynthesis protein ThiF		71696750	PRJBM_RS09300	156		partial;pseudo
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	317546	318310	-						64156541	PRJBM_RS01185	765		old_locus_tag=PRJBM_00252
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	317546	318310	-	WP_011180192.1	WP_011180192.1		molybdopterin-synthase adenylyltransferase MoeB		64156541	PRJBM_RS01185	765	254	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	318399	319337	+					gshB	64156542	PRJBM_RS01190	939		old_locus_tag=PRJBM_00253
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	318399	319337	+	WP_011180193.1	WP_011180193.1		glutathione synthase	gshB	64156542	PRJBM_RS01190	939	312	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	319487	320533	+						64156543	PRJBM_RS01195	1047		old_locus_tag=PRJBM_00254
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	319487	320533	+	WP_011180194.1	WP_011180194.1		substrate-binding domain-containing protein		64156543	PRJBM_RS01195	1047	348	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	320599	322059	+					pstC	64156544	PRJBM_RS01200	1461		old_locus_tag=PRJBM_00255
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	320599	322059	+	WP_011180195.1	WP_011180195.1		phosphate ABC transporter permease subunit PstC	pstC	64156544	PRJBM_RS01200	1461	486	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	322056	323348	+					pstA	64156545	PRJBM_RS01205	1293		old_locus_tag=PRJBM_00256
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	322056	323348	+	WP_011180196.1	WP_011180196.1		phosphate ABC transporter permease PstA	pstA	64156545	PRJBM_RS01205	1293	430	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	323407	324165	+					pstB	64156546	PRJBM_RS01210	759		old_locus_tag=PRJBM_00257
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	323407	324165	+	WP_011180197.1	WP_011180197.1		phosphate ABC transporter ATP-binding protein PstB	pstB	64156546	PRJBM_RS01210	759	252	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	324187	324909	+					phoU	64156547	PRJBM_RS01215	723		old_locus_tag=PRJBM_00258
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	324187	324909	+	WP_011180198.1	WP_011180198.1		phosphate signaling complex protein PhoU	phoU	64156547	PRJBM_RS01215	723	240	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	325255	325482	-						64157874	PRJBM_RS09080	228		
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	325255	325482	-	WP_051523597.1	WP_051523597.1		hypothetical protein		64157874	PRJBM_RS09080	228	75	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	326374	327219	+						64156548	PRJBM_RS01225	846		old_locus_tag=PRJBM_00259
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	326374	327219	+	WP_011180199.1	WP_011180199.1		cell wall hydrolase		64156548	PRJBM_RS01225	846	281	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	327251	328498	+						64156549	PRJBM_RS01230	1248		old_locus_tag=PRJBM_00260
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	327251	328498	+	WP_011180200.1	WP_011180200.1		aminopeptidase		64156549	PRJBM_RS01230	1248	415	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	328557	329432	+					mutM	64156550	PRJBM_RS01235	876		old_locus_tag=PRJBM_00261
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	328557	329432	+	WP_011180201.1	WP_011180201.1		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM	64156550	PRJBM_RS01235	876	291	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	329516	330904	+						64156551	PRJBM_RS01240	1389		old_locus_tag=PRJBM_00262
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	329516	330904	+	WP_011180202.1	WP_011180202.1		M20/M25/M40 family metallo-hydrolase		64156551	PRJBM_RS01240	1389	462	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	330905	331525	+						64156552	PRJBM_RS01245	621		old_locus_tag=PRJBM_00263
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	330905	331525	+	WP_011180203.1	WP_011180203.1		ribonuclease D		64156552	PRJBM_RS01245	621	206	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	332118	332429	+						64156553	PRJBM_RS01250	312		old_locus_tag=PRJBM_00264
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	332118	332429	+	WP_011180204.1	WP_011180204.1		hypothetical protein		64156553	PRJBM_RS01250	312	103	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	333486	334316	+						64156554	PRJBM_RS01255	831		old_locus_tag=PRJBM_00265
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	333486	334316	+	WP_011180205.1	WP_011180205.1		porin family protein		64156554	PRJBM_RS01255	831	276	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	334650	335489	+						64156555	PRJBM_RS01260	840		old_locus_tag=PRJBM_00266
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	334650	335489	+	WP_011180206.1	WP_011180206.1		porin		64156555	PRJBM_RS01260	840	279	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	335987	337162	+						64156556	PRJBM_RS01265	1176		old_locus_tag=PRJBM_00267
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	335987	337162	+	WP_011180207.1	WP_011180207.1		porin family protein		64156556	PRJBM_RS01265	1176	391	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	337415	340330	+					ileS	64156557	PRJBM_RS01270	2916		old_locus_tag=PRJBM_00268
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	337415	340330	+	WP_011180208.1	WP_011180208.1		isoleucine--tRNA ligase	ileS	64156557	PRJBM_RS01270	2916	971	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	340526	341119	+						64156558	PRJBM_RS01275	594		old_locus_tag=PRJBM_00269
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	340526	341119	+	WP_011180209.1	WP_011180209.1		hypothetical protein		64156558	PRJBM_RS01275	594	197	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	341182	341628	-						64156559	PRJBM_RS01280	447		old_locus_tag=PRJBM_00270
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	341182	341628	-	WP_011180210.1	WP_011180210.1		nucleoside deaminase		64156559	PRJBM_RS01280	447	148	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	341904	343301	+						64156560	PRJBM_RS01285	1398		old_locus_tag=PRJBM_00271
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	341904	343301	+	WP_011180211.1	WP_011180211.1		rRNA pseudouridine synthase		64156560	PRJBM_RS01285	1398	465	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	343282	343851	+					rsmD	64156561	PRJBM_RS01290	570		old_locus_tag=PRJBM_00272
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	343282	343851	+	WP_011180212.1	WP_011180212.1		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD	64156561	PRJBM_RS01290	570	189	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	346706	348037	+						64156562	PRJBM_RS01305	1332		old_locus_tag=PRJBM_00276
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	346706	348037	+	WP_011180213.1	WP_011180213.1		TldD/PmbA family protein		64156562	PRJBM_RS01305	1332	443	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	348024	348827	+						64156563	PRJBM_RS01310	804		old_locus_tag=PRJBM_00277
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	348024	348827	+	WP_034447481.1	WP_034447481.1		3'(2'),5'-bisphosphate nucleotidase CysQ		64156563	PRJBM_RS01310	804	267	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	348873	349118	+						64156564	PRJBM_RS01315	246		old_locus_tag=PRJBM_00278
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	348873	349118	+	WP_011180215.1	WP_011180215.1		DUF4170 domain-containing protein		64156564	PRJBM_RS01315	246	81	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	349942	351264	+					waaA	64156565	PRJBM_RS01325	1323		old_locus_tag=PRJBM_00279
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	349942	351264	+	WP_011180216.1	WP_011180216.1		lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA	64156565	PRJBM_RS01325	1323	440	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	351254	352273	+					lpxK	64156566	PRJBM_RS01330	1020		old_locus_tag=PRJBM_00280
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	351254	352273	+	WP_011180217.1	WP_011180217.1		tetraacyldisaccharide 4'-kinase	lpxK	64156566	PRJBM_RS01330	1020	339	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	352318	352554	-						64156567	PRJBM_RS01335	237		old_locus_tag=PRJBM_00281
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	352318	352554	-	WP_011180218.1	WP_011180218.1		DUF2093 domain-containing protein		64156567	PRJBM_RS01335	237	78	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	352675	354513	-					mutL	64156568	PRJBM_RS01340	1839		old_locus_tag=PRJBM_00282
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	352675	354513	-	WP_011180219.1	WP_011180219.1		DNA mismatch repair endonuclease MutL	mutL	64156568	PRJBM_RS01340	1839	612	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	354811	355899	+						64156569	PRJBM_RS01345	1089		old_locus_tag=PRJBM_00283
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	354811	355899	+	WP_034447477.1	WP_034447477.1		2'-deoxycytidine 5'-triphosphate deaminase		64156569	PRJBM_RS01345	1089	362	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	356735	357886	+					lldD	64156570	PRJBM_RS01350	1152		old_locus_tag=PRJBM_00284
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	356735	357886	+	WP_011180221.1	WP_011180221.1		FMN-dependent L-lactate dehydrogenase LldD	lldD	64156570	PRJBM_RS01350	1152	383	
gene	tRNA	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	359029	359104	-						64156571	PRJBM_RS01355	76		old_locus_tag=PRJBM_00286
tRNA		GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	359029	359104	-				tRNA-Thr		64156571	PRJBM_RS01355	76		anticodon=CGT
gene	pseudogene	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	359588	359729	+						71696751	PRJBM_RS09305	142		pseudo;old_locus_tag=PRJBM_00287
CDS	without_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	359588	359729	+				SlyX protein		71696751	PRJBM_RS09305	142		pseudo
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	360374	360694	-						64157815	PRJBM_RS08420	321		old_locus_tag=PRJBM_00288
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	360374	360694	-	WP_011180223.1	WP_011180223.1		hypothetical protein		64157815	PRJBM_RS08420	321	106	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	360875	362302	+						64156572	PRJBM_RS01360	1428		old_locus_tag=PRJBM_00289
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	360875	362302	+	WP_011180224.1	WP_011180224.1		amino acid permease		64156572	PRJBM_RS01360	1428	475	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	362344	363024	+						64156573	PRJBM_RS01365	681		old_locus_tag=PRJBM_00290
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	362344	363024	+	WP_011180225.1	WP_011180225.1		ATP-binding cassette domain-containing protein		64156573	PRJBM_RS01365	681	226	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	363021	363659	+						64156574	PRJBM_RS01370	639		old_locus_tag=PRJBM_00291
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	363021	363659	+	WP_011180226.1	WP_011180226.1		energy-coupling factor transporter transmembrane protein EcfT		64156574	PRJBM_RS01370	639	212	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	363673	364227	+						64156575	PRJBM_RS01375	555		old_locus_tag=PRJBM_00292
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	363673	364227	+	WP_011180227.1	WP_011180227.1		biotin transporter BioY		64156575	PRJBM_RS01375	555	184	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	364797	365039	+						64156576	PRJBM_RS01380	243		old_locus_tag=PRJBM_00293
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	364797	365039	+	WP_049784541.1	WP_049784541.1		hypothetical protein		64156576	PRJBM_RS01380	243	80	
gene	protein_coding	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	368263	368706	+						64156577	PRJBM_RS01395	444		old_locus_tag=PRJBM_00295
CDS	with_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	368263	368706	+	WP_038525120.1	WP_038525120.1		hypothetical protein		64156577	PRJBM_RS01395	444	147	
gene	pseudogene	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	368735	369399	+						64156578	PRJBM_RS01400	665		pseudo
CDS	without_protein	GCF_000612965.1	Primary Assembly	chromosome	I	NZ_HG965802.1	368735	369399	+				lysozyme		64156578	PRJBM_RS01400	665		pseudo
