# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	363711	364658	+	WP_013544688.1	WP_013544688.1		thioredoxin-disulfide reductase	trxB		BARCL_RS01510	948	315	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	364715	365620	+							BARCL_RS01515	906		old_locus_tag=BARCL_0342
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	364715	365620	+	WP_013544689.1	WP_013544689.1		LysR family transcriptional regulator			BARCL_RS01515	906	301	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	366521	367723	-							BARCL_RS01520	1203		old_locus_tag=BARCL_0344
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	366521	367723	-	WP_026501082.1	WP_026501082.1		pyridoxal phosphate-dependent aminotransferase			BARCL_RS01520	1203	400	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	368314	368523	-							BARCL_RS01525	210		old_locus_tag=BARCL_0345
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	368314	368523	-	WP_013544692.1	WP_013544692.1		cold-shock protein			BARCL_RS01525	210	69	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	368783	372265	-					carB		BARCL_RS01530	3483		old_locus_tag=BARCL_0346
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	368783	372265	-	WP_013544693.1	WP_013544693.1		carbamoyl-phosphate synthase large subunit	carB		BARCL_RS01530	3483	1160	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	372897	374093	-					carA		BARCL_RS01535	1197		old_locus_tag=BARCL_0347
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	372897	374093	-	WP_013544694.1	WP_013544694.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		BARCL_RS01535	1197	398	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	374962	375438	-					ubiC		BARCL_RS01540	477		old_locus_tag=BARCL_0349
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	374962	375438	-	WP_013544696.1	WP_013544696.1		chorismate lyase	ubiC		BARCL_RS01540	477	158	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	375731	375982	-							BARCL_RS01545	252		old_locus_tag=BARCL_0351
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	375731	375982	-	WP_013544698.1	WP_013544698.1		GlsB/YeaQ/YmgE family stress response membrane protein			BARCL_RS01545	252	83	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	376313	377560	-							BARCL_RS01550	1248		old_locus_tag=BARCL_0352
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	376313	377560	-	WP_013544699.1	WP_013544699.1		mechanosensitive ion channel family protein			BARCL_RS01550	1248	415	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	377696	379624	+					dnaG		BARCL_RS01555	1929		old_locus_tag=BARCL_0353
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	377696	379624	+	WP_013544700.1	WP_013544700.1		DNA primase	dnaG		BARCL_RS01555	1929	642	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	379981	381990	+					rpoD		BARCL_RS01560	2010		old_locus_tag=BARCL_0354
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	379981	381990	+	WP_013544701.1	WP_013544701.1		RNA polymerase sigma factor RpoD	rpoD		BARCL_RS01560	2010	669	
gene	pseudogene	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	382152	382566	+							BARCL_RS06720	415		pseudo
CDS	without_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	382152	382566	+				hypothetical protein			BARCL_RS06720	415		pseudo
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	382596	383342	-							BARCL_RS01570	747		old_locus_tag=BARCL_0355
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	382596	383342	-	WP_013544702.1	WP_013544702.1		SIMPL domain-containing protein			BARCL_RS01570	747	248	
gene	tRNA	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	383515	383588	+							BARCL_RS01575	74		old_locus_tag=BARCL_tRNA4
tRNA		GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	383515	383588	+				tRNA-Ile			BARCL_RS01575	74		anticodon=CAT
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	384915	385970	+					ispH		BARCL_RS01580	1056		old_locus_tag=BARCL_0358
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	384915	385970	+	WP_013544705.1	WP_013544705.1		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH		BARCL_RS01580	1056	351	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	386430	386897	+					rnhA		BARCL_RS01585	468		old_locus_tag=BARCL_0359
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	386430	386897	+	WP_013544706.1	WP_013544706.1		ribonuclease HI	rnhA		BARCL_RS01585	468	155	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	386906	387784	-							BARCL_RS01590	879		old_locus_tag=BARCL_0360
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	386906	387784	-	WP_026501084.1	WP_026501084.1		hypothetical protein			BARCL_RS01590	879	292	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	387855	388439	+							BARCL_RS01595	585		old_locus_tag=BARCL_0361
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	387855	388439	+	WP_013544708.1	WP_013544708.1		YqgE/AlgH family protein			BARCL_RS01595	585	194	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	388473	391358	-							BARCL_RS01600	2886		old_locus_tag=BARCL_0362
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	388473	391358	-	WP_013544709.1	WP_013544709.1		EAL domain-containing protein			BARCL_RS01600	2886	961	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	391813	393096	-							BARCL_RS01605	1284		old_locus_tag=BARCL_0363
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	391813	393096	-	WP_013544710.1	WP_013544710.1		insulinase family protein			BARCL_RS01605	1284	427	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	393967	394662	-							BARCL_RS01610	696		old_locus_tag=BARCL_0364
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	393967	394662	-	WP_013544711.1	WP_013544711.1		HAD family phosphatase			BARCL_RS01610	696	231	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	394970	396106	+							BARCL_RS01615	1137		old_locus_tag=BARCL_0365
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	394970	396106	+	WP_026501085.1	WP_026501085.1		site-specific DNA-methyltransferase			BARCL_RS01615	1137	378	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	396174	397232	-					mutY		BARCL_RS01620	1059		old_locus_tag=BARCL_0366
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	396174	397232	-	WP_013544713.1	WP_013544713.1		A/G-specific adenine glycosylase	mutY		BARCL_RS01620	1059	352	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	397437	397934	+							BARCL_RS01625	498		old_locus_tag=BARCL_0367
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	397437	397934	+	WP_026501086.1	WP_026501086.1		DciA family protein			BARCL_RS01625	498	165	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	398048	398698	+							BARCL_RS01630	651		old_locus_tag=BARCL_0368
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	398048	398698	+	WP_013544715.1	WP_013544715.1		DsbA family protein			BARCL_RS01630	651	216	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	398892	401564	+					ppdK		BARCL_RS01635	2673		old_locus_tag=BARCL_0369
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	398892	401564	+	WP_026501087.1	WP_026501087.1		pyruvate, phosphate dikinase	ppdK		BARCL_RS01635	2673	890	
gene	tRNA	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	402147	402221	-							BARCL_RS01640	75		old_locus_tag=BARCL_tRNA37
tRNA		GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	402147	402221	-				tRNA-Gln			BARCL_RS01640	75		anticodon=TTG
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	402768	403547	-							BARCL_RS01645	780		old_locus_tag=BARCL_0371
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	402768	403547	-	WP_013544718.1	WP_013544718.1		DUF1499 domain-containing protein			BARCL_RS01645	780	259	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	403957	405786	+							BARCL_RS01650	1830		old_locus_tag=BARCL_0372
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	403957	405786	+	WP_013544719.1	WP_013544719.1		outer membrane beta-barrel protein			BARCL_RS01650	1830	609	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	406455	407933	+							BARCL_RS01655	1479		old_locus_tag=BARCL_0373
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	406455	407933	+	WP_013544720.1	WP_013544720.1		DUF853 family protein			BARCL_RS01655	1479	492	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	408182	408784	+							BARCL_RS01660	603		old_locus_tag=BARCL_0374
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	408182	408784	+	WP_013544721.1	WP_013544721.1		superoxide dismutase			BARCL_RS01660	603	200	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	408870	410963	-							BARCL_RS01665	2094		old_locus_tag=BARCL_0375
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	408870	410963	-	WP_013544722.1	WP_013544722.1		S9 family peptidase			BARCL_RS01665	2094	697	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	411491	411928	+							BARCL_RS01670	438		old_locus_tag=BARCL_0376
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	411491	411928	+	WP_013544723.1	WP_013544723.1		MucR family transcriptional regulator			BARCL_RS01670	438	145	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	412036	412446	-							BARCL_RS01675	411		old_locus_tag=BARCL_0377
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	412036	412446	-	WP_013544724.1	WP_013544724.1		SufE family protein			BARCL_RS01675	411	136	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	412581	412937	-							BARCL_RS01680	357		old_locus_tag=BARCL_0378
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	412581	412937	-	WP_013544725.1	WP_013544725.1		DUF5330 domain-containing protein			BARCL_RS01680	357	118	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	413821	414306	+							BARCL_RS01685	486		old_locus_tag=BARCL_0379
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	413821	414306	+	WP_035450868.1	WP_035450868.1		hypothetical protein			BARCL_RS01685	486	161	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	414680	415219	-							BARCL_RS01690	540		old_locus_tag=BARCL_0380
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	414680	415219	-	WP_026501088.1	WP_026501088.1		hypothetical protein			BARCL_RS01690	540	179	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	415212	415805	-							BARCL_RS01695	594		old_locus_tag=BARCL_0381
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	415212	415805	-	WP_026501089.1	WP_026501089.1		DUF1214 domain-containing protein			BARCL_RS01695	594	197	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	415816	417975	-							BARCL_RS01700	2160		old_locus_tag=BARCL_0382
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	415816	417975	-	WP_013544729.1	WP_013544729.1		PBP1A family penicillin-binding protein			BARCL_RS01700	2160	719	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	418307	418543	+							BARCL_RS01705	237		old_locus_tag=BARCL_0383
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	418307	418543	+	WP_026501090.1	WP_026501090.1		hypothetical protein			BARCL_RS01705	237	78	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	418562	419230	+							BARCL_RS01710	669		old_locus_tag=BARCL_0384
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	418562	419230	+	WP_013544731.1	WP_013544731.1		response regulator transcription factor			BARCL_RS01710	669	222	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	419227	420636	+							BARCL_RS01715	1410		old_locus_tag=BARCL_0385
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	419227	420636	+	WP_013544732.1	WP_013544732.1		sensor histidine kinase			BARCL_RS01715	1410	469	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	421345	422124	+							BARCL_RS01720	780		
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	421345	422124	+	WP_026501091.1	WP_026501091.1		cytochrome C biogenesis protein CycH			BARCL_RS01720	780	259	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	422268	422765	+					ccmE		BARCL_RS01725	498		old_locus_tag=BARCL_0388
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	422268	422765	+	WP_013544735.1	WP_013544735.1		cytochrome c maturation protein CcmE	ccmE		BARCL_RS01725	498	165	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	422755	424740	+							BARCL_RS01730	1986		old_locus_tag=BARCL_0389
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	422755	424740	+	WP_026501092.1	WP_026501092.1		heme lyase CcmF/NrfE family subunit			BARCL_RS01730	1986	661	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	424737	425168	+							BARCL_RS01735	432		old_locus_tag=BARCL_0390
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	424737	425168	+	WP_013544737.1	WP_013544737.1		cytochrome c-type biogenesis protein CcmH			BARCL_RS01735	432	143	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	425382	426887	+							BARCL_RS01740	1506		old_locus_tag=BARCL_0392
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	425382	426887	+	WP_013544739.1	WP_013544739.1		Do family serine endopeptidase			BARCL_RS01740	1506	501	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	426966	427652	+							BARCL_RS01745	687		old_locus_tag=BARCL_0393
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	426966	427652	+	WP_013544740.1	WP_013544740.1		response regulator transcription factor			BARCL_RS01745	687	228	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	427649	429040	+							BARCL_RS01750	1392		old_locus_tag=BARCL_0394
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	427649	429040	+	WP_013544741.1	WP_013544741.1		HAMP domain-containing histidine kinase			BARCL_RS01750	1392	463	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	429142	432069	+							BARCL_RS01755	2928		old_locus_tag=BARCL_0395
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	429142	432069	+	WP_013544742.1	WP_013544742.1		bifunctional [glutamine synthetase] adenylyltransferase/[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase			BARCL_RS01755	2928	975	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	433030	433560	+							BARCL_RS01760	531		old_locus_tag=BARCL_0397
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	433030	433560	+	WP_049785201.1	WP_049785201.1		methylated-DNA--[protein]-cysteine S-methyltransferase			BARCL_RS01760	531	176	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	433565	435874	-							BARCL_RS01765	2310		old_locus_tag=BARCL_0398
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	433565	435874	-	WP_013544745.1	WP_013544745.1		ATP-binding protein			BARCL_RS01765	2310	769	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	436173	438800	-					pepN		BARCL_RS01770	2628		old_locus_tag=BARCL_0399
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	436173	438800	-	WP_013544746.1	WP_013544746.1		aminopeptidase N	pepN		BARCL_RS01770	2628	875	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	438885	439709	-							BARCL_RS01775	825		old_locus_tag=BARCL_0400
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	438885	439709	-	WP_026501094.1	WP_026501094.1		uracil-DNA glycosylase			BARCL_RS01775	825	274	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	439836	440594	-							BARCL_RS01780	759		old_locus_tag=BARCL_0401
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	439836	440594	-	WP_026501095.1	WP_026501095.1		hydroxymethylpyrimidine/phosphomethylpyrimidine kinase			BARCL_RS01780	759	252	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	440585	441190	-							BARCL_RS01785	606		old_locus_tag=BARCL_0402
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	440585	441190	-	WP_013544749.1	WP_013544749.1		thiamine phosphate synthase			BARCL_RS01785	606	201	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	441187	441960	-							BARCL_RS01790	774		old_locus_tag=BARCL_0403
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	441187	441960	-	WP_013544750.1	WP_013544750.1		thiazole synthase			BARCL_RS01790	774	257	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	441965	442162	-					thiS		BARCL_RS01795	198		old_locus_tag=BARCL_0404
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	441965	442162	-	WP_013544751.1	WP_013544751.1		sulfur carrier protein ThiS	thiS		BARCL_RS01795	198	65	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	442166	443116	-							BARCL_RS01800	951		old_locus_tag=BARCL_0405
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	442166	443116	-	WP_013544752.1	WP_013544752.1		FAD-dependent oxidoreductase			BARCL_RS01800	951	316	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	443113	444939	-					thiC		BARCL_RS01805	1827		old_locus_tag=BARCL_0406
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	443113	444939	-	WP_013544753.1	WP_013544753.1		phosphomethylpyrimidine synthase ThiC	thiC		BARCL_RS01805	1827	608	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	445542	446774	-							BARCL_RS01810	1233		old_locus_tag=BARCL_0408
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	445542	446774	-	WP_013544755.1	WP_013544755.1		porin			BARCL_RS01810	1233	410	
gene	tRNA	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	447072	447162	+							BARCL_RS01815	91		old_locus_tag=BARCL_tRNA5
tRNA		GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	447072	447162	+				tRNA-Ser			BARCL_RS01815	91		anticodon=GCT
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	447506	448300	-							BARCL_RS01820	795		old_locus_tag=BARCL_0410
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	447506	448300	-	WP_013544757.1	WP_013544757.1		heme ABC transporter ATP-binding protein			BARCL_RS01820	795	264	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	448297	449394	-							BARCL_RS01825	1098		old_locus_tag=BARCL_0411
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	448297	449394	-	WP_013544758.1	WP_013544758.1		iron ABC transporter permease			BARCL_RS01825	1098	365	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	449401	450303	-							BARCL_RS01830	903		old_locus_tag=BARCL_0412
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	449401	450303	-	WP_026501096.1	WP_026501096.1		ABC transporter substrate-binding protein			BARCL_RS01830	903	300	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	450318	451361	-							BARCL_RS01835	1044		old_locus_tag=BARCL_0413
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	450318	451361	-	WP_013544760.1	WP_013544760.1		hemin-degrading factor			BARCL_RS01835	1044	347	
gene	pseudogene	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	451620	453823	-							BARCL_RS01840	2204		pseudo
CDS	without_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	451620	453823	-				TonB-dependent hemoglobin/transferrin/lactoferrin family receptor			BARCL_RS01840	2204		pseudo
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	454082	454840	+							BARCL_RS01845	759		old_locus_tag=BARCL_0416
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	454082	454840	+	WP_013544761.1	WP_013544761.1		energy transducer TonB			BARCL_RS01845	759	252	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	455553	456191	+							BARCL_RS01850	639		old_locus_tag=BARCL_0417
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	455553	456191	+	WP_013544762.1	WP_013544762.1		ribonuclease HII			BARCL_RS01850	639	212	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	456191	457153	+							BARCL_RS01855	963		old_locus_tag=BARCL_0418
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	456191	457153	+	WP_013544763.1	WP_013544763.1		L-threonylcarbamoyladenylate synthase			BARCL_RS01855	963	320	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	457156	458565	+							BARCL_RS01860	1410		old_locus_tag=BARCL_0419
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	457156	458565	+	WP_013544764.1	WP_013544764.1		FAD-binding oxidoreductase			BARCL_RS01860	1410	469	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	458713	459243	+							BARCL_RS01865	531		old_locus_tag=BARCL_0420
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	458713	459243	+	WP_013544765.1	WP_013544765.1		DUF6101 family protein			BARCL_RS01865	531	176	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	459382	459954	+							BARCL_RS06395	573		old_locus_tag=BARCL_0421
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	459382	459954	+	WP_155914826.1	WP_155914826.1		YcxB family protein			BARCL_RS06395	573	190	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	459938	461212	-					purD		BARCL_RS01875	1275		old_locus_tag=BARCL_0422
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	459938	461212	-	WP_013544767.1	WP_013544767.1		phosphoribosylamine--glycine ligase	purD		BARCL_RS01875	1275	424	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	461303	462310	+					ubiA		BARCL_RS01880	1008		old_locus_tag=BARCL_0423
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	461303	462310	+	WP_013544768.1	WP_013544768.1		4-hydroxybenzoate octaprenyltransferase	ubiA		BARCL_RS01880	1008	335	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	462398	463021	-					pdxH		BARCL_RS01885	624		old_locus_tag=BARCL_0424
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	462398	463021	-	WP_013544769.1	WP_013544769.1		pyridoxamine 5'-phosphate oxidase	pdxH		BARCL_RS01885	624	207	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	463341	464231	+							BARCL_RS01890	891		old_locus_tag=BARCL_0425
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	463341	464231	+	WP_013544770.1	WP_013544770.1		DnaJ domain-containing protein			BARCL_RS01890	891	296	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	464363	465181	+					fabI		BARCL_RS01895	819		old_locus_tag=BARCL_0426
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	464363	465181	+	WP_013544771.1	WP_013544771.1		enoyl-ACP reductase FabI	fabI		BARCL_RS01895	819	272	
gene	pseudogene	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	465346	466460	+					aroC		BARCL_RS01900	1115		pseudo;old_locus_tag=BARCL_0427
CDS	without_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	465346	466460	+				chorismate synthase	aroC		BARCL_RS01900	1115		pseudo
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	466450	467568	+					ribB		BARCL_RS01905	1119		old_locus_tag=BARCL_0428
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	466450	467568	+	WP_013544773.1	WP_013544773.1		3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB		BARCL_RS01905	1119	372	
gene	protein_coding	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	467576	467830	+							BARCL_RS01910	255		old_locus_tag=BARCL_0429
CDS	with_protein	GCF_000253015.1	Primary Assembly	chromosome		NC_014932.1	467576	467830	+	WP_013544774.1	WP_013544774.1		exodeoxyribonuclease VII small subunit			BARCL_RS01910	255	84	
