# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	187175	187906	-	WP_015397563.1	WP_015397563.1		3-deoxy-manno-octulosonate cytidylyltransferase			BANH1_RS00845	732	243	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	188023	188592	+							BANH1_RS00850	570		old_locus_tag=BAnh1_01630
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	188023	188592	+	WP_015397564.1	WP_015397564.1		cytochrome c family protein			BANH1_RS00850	570	189	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	188735	189859	+					yejB		BANH1_RS00855	1125		old_locus_tag=BAnh1_01640
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	188735	189859	+	WP_015397565.1	WP_015397565.1		microcin C ABC transporter permease YejB	yejB		BANH1_RS00855	1125	374	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	189859	190998	+							BANH1_RS00860	1140		old_locus_tag=BAnh1_01650
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	189859	190998	+	WP_041582877.1	WP_041582877.1		ABC transporter permease			BANH1_RS00860	1140	379	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	190998	192608	+							BANH1_RS00865	1611		old_locus_tag=BAnh1_01660
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	190998	192608	+	WP_015397567.1	WP_015397567.1		ABC transporter ATP-binding protein			BANH1_RS00865	1611	536	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	192554	193342	-							BANH1_RS00870	789		old_locus_tag=BAnh1_01670
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	192554	193342	-	WP_015397568.1	WP_015397568.1		molybdopterin-synthase adenylyltransferase MoeB			BANH1_RS00870	789	262	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	193429	194367	+					gshB		BANH1_RS00875	939		old_locus_tag=BAnh1_01680
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	193429	194367	+	WP_015397569.1	WP_015397569.1		glutathione synthase	gshB		BANH1_RS00875	939	312	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	194517	195563	+							BANH1_RS00880	1047		old_locus_tag=BAnh1_01690
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	194517	195563	+	WP_015397570.1	WP_015397570.1		substrate-binding domain-containing protein			BANH1_RS00880	1047	348	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	195626	197086	+					pstC		BANH1_RS00885	1461		old_locus_tag=BAnh1_01700
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	195626	197086	+	WP_015397571.1	WP_015397571.1		phosphate ABC transporter permease subunit PstC	pstC		BANH1_RS00885	1461	486	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	197083	198375	+					pstA		BANH1_RS00890	1293		old_locus_tag=BAnh1_01710
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	197083	198375	+	WP_015397572.1	WP_015397572.1		phosphate ABC transporter permease PstA	pstA		BANH1_RS00890	1293	430	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	198423	199181	+					pstB		BANH1_RS00895	759		old_locus_tag=BAnh1_01720
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	198423	199181	+	WP_015397573.1	WP_015397573.1		phosphate ABC transporter ATP-binding protein PstB	pstB		BANH1_RS00895	759	252	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	199203	199925	+					phoU		BANH1_RS00900	723		old_locus_tag=BAnh1_01730
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	199203	199925	+	WP_015397574.1	WP_015397574.1		phosphate signaling complex protein PhoU	phoU		BANH1_RS00900	723	240	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	200471	201322	+							BANH1_RS00905	852		old_locus_tag=BAnh1_01740
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	200471	201322	+	WP_015397575.1	WP_015397575.1		cell wall hydrolase			BANH1_RS00905	852	283	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	201352	202599	+							BANH1_RS00910	1248		old_locus_tag=BAnh1_01750
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	201352	202599	+	WP_015397576.1	WP_015397576.1		aminopeptidase			BANH1_RS00910	1248	415	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	202654	203529	+					mutM		BANH1_RS00915	876		old_locus_tag=BAnh1_01760
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	202654	203529	+	WP_015397577.1	WP_015397577.1		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM		BANH1_RS00915	876	291	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	203600	205015	+							BANH1_RS00920	1416		old_locus_tag=BAnh1_01770
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	203600	205015	+	WP_015397578.1	WP_015397578.1		dipeptidase			BANH1_RS00920	1416	471	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	204987	205607	+							BANH1_RS00925	621		old_locus_tag=BAnh1_01780
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	204987	205607	+	WP_015397579.1	WP_015397579.1		ribonuclease D			BANH1_RS00925	621	206	
gene	pseudogene	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	206352	206486	+							BANH1_RS07295	135		partial;pseudo;old_locus_tag=BAnh1_01800
CDS	without_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	206352	206486	+				ribonuclease D			BANH1_RS07295	135		partial;pseudo
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	206681	206923	+							BANH1_RS00935	243		
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	206681	206923	+	WP_041582879.1	WP_041582879.1		hypothetical protein			BANH1_RS00935	243	80	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	207363	208196	+							BANH1_RS00940	834		old_locus_tag=BAnh1_01810
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	207363	208196	+	WP_015397582.1	WP_015397582.1		porin family protein			BANH1_RS00940	834	277	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	208339	209400	+							BANH1_RS07480	1062		old_locus_tag=BAnh1_01820
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	208339	209400	+	WP_015397583.1	WP_015397583.1		outer membrane beta-barrel protein			BANH1_RS07480	1062	353	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	209567	210469	+							BANH1_RS00950	903		old_locus_tag=BAnh1_01830
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	209567	210469	+	WP_015397584.1	WP_015397584.1		porin family protein			BANH1_RS00950	903	300	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	210624	211439	+							BANH1_RS00955	816		old_locus_tag=BAnh1_01840
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	210624	211439	+	WP_015397585.1	WP_015397585.1		porin family protein			BANH1_RS00955	816	271	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	211680	214595	+					ileS		BANH1_RS00960	2916		old_locus_tag=BAnh1_01850
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	211680	214595	+	WP_015397586.1	WP_015397586.1		isoleucine--tRNA ligase	ileS		BANH1_RS00960	2916	971	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	214867	215346	+							BANH1_RS00965	480		old_locus_tag=BAnh1_01860
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	214867	215346	+	WP_144050529.1	WP_144050529.1		hypothetical protein			BANH1_RS00965	480	159	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	215419	215865	-							BANH1_RS00970	447		old_locus_tag=BAnh1_01870
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	215419	215865	-	WP_015397588.1	WP_015397588.1		nucleoside deaminase			BANH1_RS00970	447	148	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	216136	217476	+							BANH1_RS00975	1341		old_locus_tag=BAnh1_01880
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	216136	217476	+	WP_041583147.1	WP_041583147.1		rRNA pseudouridine synthase			BANH1_RS00975	1341	446	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	217457	218020	+					rsmD		BANH1_RS00980	564		old_locus_tag=BAnh1_01890
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	217457	218020	+	WP_041582880.1	WP_041582880.1		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD		BANH1_RS00980	564	187	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	218689	220020	+							BANH1_RS00985	1332		old_locus_tag=BAnh1_01900
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	218689	220020	+	WP_015397591.1	WP_015397591.1		TldD/PmbA family protein			BANH1_RS00985	1332	443	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	220007	220810	+							BANH1_RS00990	804		old_locus_tag=BAnh1_01910
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	220007	220810	+	WP_015397592.1	WP_015397592.1		3'(2'),5'-bisphosphate nucleotidase CysQ			BANH1_RS00990	804	267	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	220856	221098	+							BANH1_RS00995	243		old_locus_tag=BAnh1_01920
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	220856	221098	+	WP_015397593.1	WP_015397593.1		DUF4170 domain-containing protein			BANH1_RS00995	243	80	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	221935	223257	+					waaA		BANH1_RS01000	1323		old_locus_tag=BAnh1_01930
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	221935	223257	+	WP_015397594.1	WP_015397594.1		lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA		BANH1_RS01000	1323	440	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	223247	224275	+					lpxK		BANH1_RS01005	1029		old_locus_tag=BAnh1_01940
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	223247	224275	+	WP_015397595.1	WP_015397595.1		tetraacyldisaccharide 4'-kinase	lpxK		BANH1_RS01005	1029	342	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	224287	224541	-							BANH1_RS01010	255		old_locus_tag=BAnh1_01950
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	224287	224541	-	WP_015397596.1	WP_015397596.1		DUF2093 domain-containing protein			BANH1_RS01010	255	84	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	224667	226502	-					mutL		BANH1_RS01015	1836		old_locus_tag=BAnh1_01960
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	224667	226502	-	WP_015397597.1	WP_015397597.1		DNA mismatch repair endonuclease MutL	mutL		BANH1_RS01015	1836	611	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	226828	227916	+							BANH1_RS01020	1089		old_locus_tag=BAnh1_01970
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	226828	227916	+	WP_041582881.1	WP_041582881.1		2'-deoxycytidine 5'-triphosphate deaminase			BANH1_RS01020	1089	362	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	228904	230055	+					lldD		BANH1_RS01025	1152		old_locus_tag=BAnh1_01980
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	228904	230055	+	WP_015397599.1	WP_015397599.1		FMN-dependent L-lactate dehydrogenase LldD	lldD		BANH1_RS01025	1152	383	
gene	tRNA	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	231421	231493	-							BANH1_RS01035	73		old_locus_tag=BAnh1_t002
tRNA		GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	231421	231493	-				tRNA-Thr			BANH1_RS01035	73		anticodon=CGT
gene	pseudogene	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	232695	234021	+							BANH1_RS01040	1327		pseudo
CDS	without_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	232695	234021	+				amino acid permease			BANH1_RS01040	1327		pseudo
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	234103	234783	+							BANH1_RS01045	681		old_locus_tag=BAnh1_02030
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	234103	234783	+	WP_015397601.1	WP_015397601.1		ATP-binding cassette domain-containing protein			BANH1_RS01045	681	226	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	234780	235427	+							BANH1_RS01050	648		old_locus_tag=BAnh1_02040
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	234780	235427	+	WP_015397602.1	WP_015397602.1		energy-coupling factor transporter transmembrane protein EcfT			BANH1_RS01050	648	215	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	235432	235983	+							BANH1_RS01055	552		old_locus_tag=BAnh1_02050
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	235432	235983	+	WP_015397603.1	WP_015397603.1		biotin transporter BioY			BANH1_RS01055	552	183	
gene	tRNA	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	236198	236273	-							BANH1_RS01060	76		old_locus_tag=BAnh1_t003
tRNA		GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	236198	236273	-				tRNA-Phe			BANH1_RS01060	76		anticodon=GAA
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	236669	237832	+							BANH1_RS01065	1164		old_locus_tag=BAnh1_02060
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	236669	237832	+	WP_041582883.1	WP_041582883.1		phosphoserine transaminase			BANH1_RS01065	1164	387	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	238605	239894	+							BANH1_RS01070	1290		old_locus_tag=BAnh1_02070
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	238605	239894	+	WP_015397605.1	WP_015397605.1		adenylosuccinate synthase			BANH1_RS01070	1290	429	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	240110	240961	+							BANH1_RS01075	852		
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	240110	240961	+	WP_051039089.1	WP_051039089.1		hypothetical protein			BANH1_RS01075	852	283	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	241580	242500	-					rpoH		BANH1_RS01080	921		old_locus_tag=BAnh1_02090
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	241580	242500	-	WP_015397606.1	WP_015397606.1		RNA polymerase sigma factor RpoH	rpoH		BANH1_RS01080	921	306	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	242656	243660	-							BANH1_RS01085	1005		old_locus_tag=BAnh1_02100
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	242656	243660	-	WP_015397607.1	WP_015397607.1		RluA family pseudouridine synthase			BANH1_RS01085	1005	334	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	243670	245100	-							BANH1_RS01090	1431		old_locus_tag=BAnh1_02110
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	243670	245100	-	WP_015397608.1	WP_015397608.1		aldehyde dehydrogenase family protein			BANH1_RS01090	1431	476	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	245363	247969	+							BANH1_RS01095	2607		old_locus_tag=BAnh1_02120
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	245363	247969	+	WP_015397609.1	WP_015397609.1		DNA translocase FtsK			BANH1_RS01095	2607	868	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	248306	248719	-					mscL		BANH1_RS01105	414		old_locus_tag=BAnh1_02130
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	248306	248719	-	WP_015397610.1	WP_015397610.1		large conductance mechanosensitive channel protein MscL	mscL		BANH1_RS01105	414	137	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	249267	250358	+							BANH1_RS01110	1092		old_locus_tag=BAnh1_02140
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	249267	250358	+	WP_015397611.1	WP_015397611.1		quinone-dependent dihydroorotate dehydrogenase			BANH1_RS01110	1092	363	
gene	tRNA	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	250462	250538	+							BANH1_RS01115	77		old_locus_tag=BAnh1_t004
tRNA		GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	250462	250538	+				tRNA-His			BANH1_RS01115	77		anticodon=GTG
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	250688	252109	+							BANH1_RS01120	1422		old_locus_tag=BAnh1_02150
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	250688	252109	+	WP_041582886.1	WP_041582886.1		glutamine synthetase family protein			BANH1_RS01120	1422	473	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	252121	253404	+							BANH1_RS01125	1284		old_locus_tag=BAnh1_02160
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	252121	253404	+	WP_015397613.1	WP_015397613.1		FAD-binding oxidoreductase			BANH1_RS01125	1284	427	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	254131	255030	-					folD		BANH1_RS01130	900		old_locus_tag=BAnh1_02170
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	254131	255030	-	WP_015397614.1	WP_015397614.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD		BANH1_RS01130	900	299	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	255547	255753	+							BANH1_RS07010	207		
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	255547	255753	+	WP_051039090.1	WP_051039090.1		hypothetical protein			BANH1_RS07010	207	68	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	256820	256963	-							BANH1_RS07395	144		old_locus_tag=BAnh1_02190
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	256820	256963	-	WP_015397615.1	WP_015397615.1		hypothetical protein			BANH1_RS07395	144	47	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	257195	257938	+							BANH1_RS01140	744		old_locus_tag=BAnh1_02200
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	257195	257938	+	WP_041583151.1	WP_041583151.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			BANH1_RS01140	744	247	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	258009	259382	+							BANH1_RS01145	1374		old_locus_tag=BAnh1_02210
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	258009	259382	+	WP_015397617.1	WP_015397617.1		glutamate--cysteine ligase			BANH1_RS01145	1374	457	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	259586	259819	-					rpsU		BANH1_RS01150	234		old_locus_tag=BAnh1_02220
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	259586	259819	-	WP_015397618.1	WP_015397618.1		30S ribosomal protein S21	rpsU		BANH1_RS01150	234	77	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	260224	261267	-							BANH1_RS01155	1044		old_locus_tag=BAnh1_02230
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	260224	261267	-	WP_041582888.1	WP_041582888.1		tyrosine-type recombinase/integrase			BANH1_RS01155	1044	347	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	261290	261490	-							BANH1_RS01160	201		
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	261290	261490	-	WP_041582890.1	WP_041582890.1		hypothetical protein			BANH1_RS01160	201	66	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	261494	262090	-							BANH1_RS01165	597		old_locus_tag=BAnh1_02240
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	261494	262090	-	WP_015397620.1	WP_015397620.1		YqaJ viral recombinase family protein			BANH1_RS01165	597	198	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	262092	263186	-							BANH1_RS01170	1095		old_locus_tag=BAnh1_02250
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	262092	263186	-	WP_015397621.1	WP_015397621.1		AAA family ATPase			BANH1_RS01170	1095	364	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	263325	263837	-							BANH1_RS07020	513		old_locus_tag=BAnh1_02260
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	263325	263837	-	WP_015397622.1	WP_015397622.1		hypothetical protein			BANH1_RS07020	513	170	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	263981	264328	-							BANH1_RS01180	348		old_locus_tag=BAnh1_02270
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	263981	264328	-	WP_015397623.1	WP_015397623.1		hypothetical protein			BANH1_RS01180	348	115	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	264819	265502	+							BANH1_RS07025	684		old_locus_tag=BAnh1_02280
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	264819	265502	+	WP_015397624.1	WP_015397624.1		S24/S26 family peptidase			BANH1_RS07025	684	227	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	265568	266212	-							BANH1_RS01195	645		old_locus_tag=BAnh1_02290
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	265568	266212	-	WP_015397625.1	WP_015397625.1		LexA family transcriptional regulator			BANH1_RS01195	645	214	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	266307	266597	+							BANH1_RS01200	291		old_locus_tag=BAnh1_02300
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	266307	266597	+	WP_015397626.1	WP_015397626.1		helix-turn-helix transcriptional regulator			BANH1_RS01200	291	96	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	266581	267336	+							BANH1_RS01205	756		old_locus_tag=BAnh1_02310
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	266581	267336	+	WP_015397627.1	WP_015397627.1		polymer-forming cytoskeletal protein			BANH1_RS01205	756	251	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	267339	267497	-							BANH1_RS07400	159		
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	267339	267497	-	WP_187287499.1	WP_187287499.1		hypothetical protein			BANH1_RS07400	159	52	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	267559	267927	+							BANH1_RS01210	369		old_locus_tag=BAnh1_02320
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	267559	267927	+	WP_015397628.1	WP_015397628.1		hypothetical protein			BANH1_RS01210	369	122	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	268040	268504	+							BANH1_RS01215	465		old_locus_tag=BAnh1_02330
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	268040	268504	+	WP_015397629.1	WP_015397629.1		hypothetical protein			BANH1_RS01215	465	154	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	269026	269613	+							BANH1_RS01230	588		old_locus_tag=BAnh1_02340
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	269026	269613	+	WP_144050530.1	WP_144050530.1		hypothetical protein			BANH1_RS01230	588	195	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	269842	270189	+							BANH1_RS01240	348		old_locus_tag=BAnh1_02350
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	269842	270189	+	WP_244427668.1	WP_244427668.1		RusA family crossover junction endodeoxyribonuclease			BANH1_RS01240	348	115	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	270170	270628	+					ssb		BANH1_RS01245	459		old_locus_tag=BAnh1_02360
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	270170	270628	+	WP_015397632.1	WP_015397632.1		single-stranded DNA-binding protein	ssb		BANH1_RS01245	459	152	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	270639	271235	+							BANH1_RS01250	597		old_locus_tag=BAnh1_02370
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	270639	271235	+	WP_015397633.1	WP_015397633.1		hypothetical protein			BANH1_RS01250	597	198	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	271272	271595	-							BANH1_RS01255	324		old_locus_tag=BAnh1_02380
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	271272	271595	-	WP_015397634.1	WP_015397634.1		helix-turn-helix domain-containing protein			BANH1_RS01255	324	107	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	271579	271959	-							BANH1_RS01260	381		old_locus_tag=BAnh1_02390
CDS	with_protein	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	271579	271959	-	WP_015397635.1	WP_015397635.1		type II toxin-antitoxin system RelE/ParE family toxin			BANH1_RS01260	381	126	
gene	protein_coding	GCF_000341355.1	Primary Assembly	chromosome		NC_020300.1	272235	272495	+							BANH1_RS01265	261		old_locus_tag=BAnh1_02400
