# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	539289	542432	-							BTR_RS02430	3144		old_locus_tag=BT_0505,Btr_0505
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	539289	542432	-	WP_012230782.1	WP_012230782.1		DUF4815 domain-containing protein			BTR_RS02430	3144	1047	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	542434	543540	-							BTR_RS02435	1107		old_locus_tag=BT_0506,Btr_0506
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	542434	543540	-	WP_012230791.1	WP_012230791.1		phage tail protein			BTR_RS02435	1107	368	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	543540	544367	-							BTR_RS02440	828		old_locus_tag=BT_0507,Btr_0507
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	543540	544367	-	WP_012230798.1	WP_012230798.1		baseplate J/gp47 family protein			BTR_RS02440	828	275	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	544364	544705	-							BTR_RS02445	342		old_locus_tag=BT_0508,Btr_0508
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	544364	544705	-	WP_038473244.1	WP_038473244.1		GPW/gp25 family protein			BTR_RS02445	342	113	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	544702	545367	-							BTR_RS02450	666		old_locus_tag=BT_0509,Btr_0509
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	544702	545367	-	WP_012231064.1	WP_012231064.1		phage baseplate assembly protein V			BTR_RS02450	666	221	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	545348	545890	-							BTR_RS02455	543		old_locus_tag=BT_0510,Btr_0510
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	545348	545890	-	WP_012230801.1	WP_012230801.1		hypothetical protein			BTR_RS02455	543	180	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	545940	546212	+							BTR_RS02460	273		old_locus_tag=BT_0511,Btr_0511
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	545940	546212	+	WP_012231065.1	WP_012231065.1		toxin HicA			BTR_RS02460	273	90	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	546202	546519	+							BTR_RS02465	318		old_locus_tag=BT_0512,Btr_0512
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	546202	546519	+	WP_012231066.1	WP_012231066.1		type II toxin-antitoxin system HicB family antitoxin			BTR_RS02465	318	105	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	546565	546837	+							BTR_RS02470	273		old_locus_tag=BT_0513,Btr_0513
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	546565	546837	+	WP_012231067.1	WP_012231067.1		BrnA antitoxin family protein			BTR_RS02470	273	90	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	546908	547216	-							BTR_RS02475	309		old_locus_tag=BT_0514,Btr_0514
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	546908	547216	-	WP_012231068.1	WP_012231068.1		BrnA antitoxin family protein			BTR_RS02475	309	102	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	547213	547461	-							BTR_RS02480	249		old_locus_tag=BT_0515,Btr_0515
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	547213	547461	-	WP_012231069.1	WP_012231069.1		BrnT family toxin			BTR_RS02480	249	82	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	547556	547912	-							BTR_RS02485	357		old_locus_tag=BT_0516,Btr_0516
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	547556	547912	-	WP_012231070.1	WP_012231070.1		hypothetical protein			BTR_RS02485	357	118	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	547914	548990	-							BTR_RS02490	1077		old_locus_tag=BT_0517,Btr_0517
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	547914	548990	-	WP_012231071.1	WP_012231071.1		major capsid protein			BTR_RS02490	1077	358	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	549003	549371	-							BTR_RS02495	369		old_locus_tag=BT_0518,Btr_0518
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	549003	549371	-	WP_012230814.1	WP_012230814.1		head decoration protein			BTR_RS02495	369	122	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	549368	549748	-							BTR_RS02500	381		
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	549368	549748	-	WP_244393515.1	WP_244393515.1		hypothetical protein			BTR_RS02500	381	126	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	549631	550698	-							BTR_RS02505	1068		old_locus_tag=BT_0519,Btr_0519
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	549631	550698	-	WP_038473315.1	WP_038473315.1		S49 family peptidase			BTR_RS02505	1068	355	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	550688	552259	-							BTR_RS02510	1572		old_locus_tag=BT_0520,Btr_0520
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	550688	552259	-	WP_012230821.1	WP_012230821.1		phage portal protein			BTR_RS02510	1572	523	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	552259	552507	-							BTR_RS02515	249		old_locus_tag=BT_0521,Btr_0521
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	552259	552507	-	WP_012230825.1	WP_012230825.1		hypothetical protein			BTR_RS02515	249	82	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	552511	554439	-							BTR_RS02520	1929		old_locus_tag=BT_0522,Btr_0522
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	552511	554439	-	WP_012230826.1	WP_012230826.1		phage terminase large subunit family protein			BTR_RS02520	1929	642	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	554470	555021	-							BTR_RS02525	552		old_locus_tag=BT_0523,Btr_0523
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	554470	555021	-	WP_012230827.1	WP_012230827.1		hypothetical protein			BTR_RS02525	552	183	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	555106	555372	+							BTR_RS02530	267		old_locus_tag=BT_0524,Btr_0524
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	555106	555372	+	WP_038473250.1	WP_038473250.1		BrnT family toxin			BTR_RS02530	267	88	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	555350	555655	+							BTR_RS02535	306		old_locus_tag=BT_0525,Btr_0525
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	555350	555655	+	WP_012230834.1	WP_012230834.1		BrnA antitoxin family protein			BTR_RS02535	306	101	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	555708	555986	-							BTR_RS02540	279		old_locus_tag=BT_0526,Btr_0526
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	555708	555986	-	WP_012230838.1	WP_012230838.1		hypothetical protein			BTR_RS02540	279	92	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	555983	556723	-							BTR_RS02545	741		old_locus_tag=BT_0527,Btr_0527
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	555983	556723	-	WP_012230839.1	WP_012230839.1		phage regulatory protein/antirepressor Ant			BTR_RS02545	741	246	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	557322	557900	-							BTR_RS02550	579		old_locus_tag=BT_0528,Btr_0528
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	557322	557900	-	WP_012231073.1	WP_012231073.1		hypothetical protein			BTR_RS02550	579	192	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	557904	558218	-							BTR_RS02555	315		old_locus_tag=BT_0529,Btr_0529
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	557904	558218	-	WP_012231074.1	WP_012231074.1		hypothetical protein			BTR_RS02555	315	104	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	558533	558715	+							BTR_RS12170	183		
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	558533	558715	+	WP_038473319.1	WP_038473319.1		type II toxin-antitoxin system HicA family toxin			BTR_RS12170	183	60	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	558736	559158	+							BTR_RS02560	423		old_locus_tag=BT_0531,Btr_0531
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	558736	559158	+	WP_012231075.1	WP_012231075.1		hypothetical protein			BTR_RS02560	423	140	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	559162	559614	-							BTR_RS02565	453		old_locus_tag=BT_0532,Btr_0532
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	559162	559614	-	WP_012231076.1	WP_012231076.1		hypothetical protein			BTR_RS02565	453	150	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	559842	561008	+							BTR_RS02570	1167		old_locus_tag=BT_0533,Btr_0533
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	559842	561008	+	WP_012231077.1	WP_012231077.1		site-specific integrase			BTR_RS02570	1167	388	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	561209	561409	+							BTR_RS02575	201		old_locus_tag=BT_0535,Btr_0535
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	561209	561409	+	WP_012231078.1	WP_012231078.1		DNA-binding protein			BTR_RS02575	201	66	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	561507	561656	+							BTR_RS13090	150		
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	561507	561656	+	WP_169309786.1	WP_169309786.1		hypothetical protein			BTR_RS13090	150	49	
gene	pseudogene	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	561711	561898	-							BTR_RS13370	188		partial;pseudo
CDS	without_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	561711	561898	-				resolvase			BTR_RS13370	188		partial;pseudo
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	562114	562404	+							BTR_RS02580	291		old_locus_tag=BT_0536,Btr_0536
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	562114	562404	+	WP_012231079.1	WP_012231079.1		hypothetical protein			BTR_RS02580	291	96	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	562401	562673	+							BTR_RS02585	273		old_locus_tag=BT_0537,Btr_0537
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	562401	562673	+	WP_012231080.1	WP_012231080.1		type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family			BTR_RS02585	273	90	
gene	pseudogene	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	562833	563822	+							BTR_RS02590	990		partial;pseudo
CDS	without_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	562833	563822	+				YfjI family protein			BTR_RS02590	990		partial;pseudo
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	564495	569480	+							BTR_RS02595	4986		old_locus_tag=BT_0541,Btr_0541
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	564495	569480	+	WP_012231081.1	WP_012231081.1		DEAD/DEAH box helicase family protein			BTR_RS02595	4986	1661	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	571114	571794	+							BTR_RS02600	681		old_locus_tag=BT_0542,Btr_0542
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	571114	571794	+	WP_012231005.1	WP_012231005.1		hypothetical protein			BTR_RS02600	681	226	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	571876	572454	+							BTR_RS02605	579		old_locus_tag=BT_0543,Btr_0543
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	571876	572454	+	WP_012231004.1	WP_012231004.1		hypothetical protein			BTR_RS02605	579	192	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	572589	573299	+							BTR_RS02610	711		old_locus_tag=BT_0544,Btr_0544
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	572589	573299	+	WP_038473327.1	WP_038473327.1		hypothetical protein			BTR_RS02610	711	236	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	574974	575417	-					ssb		BTR_RS02615	444		old_locus_tag=BT_0546,Btr_0546
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	574974	575417	-	WP_038473329.1	WP_038473329.1		single-stranded DNA-binding protein	ssb		BTR_RS02615	444	147	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	575560	575934	-							BTR_RS02620	375		old_locus_tag=BT_0547,Btr_0547
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	575560	575934	-	WP_012231084.1	WP_012231084.1		helix-turn-helix domain-containing protein			BTR_RS02620	375	124	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	575960	576355	-							BTR_RS02625	396		old_locus_tag=BT_0548,Btr_0548
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	575960	576355	-	WP_012231085.1	WP_012231085.1		hypothetical protein			BTR_RS02625	396	131	
gene	pseudogene	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	576330	577400	-							BTR_RS02630	1071		pseudo;old_locus_tag=BT_0549,Btr_0549
CDS	without_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	576330	577400	-				YdaU family protein			BTR_RS02630	1071		pseudo
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	577390	577869	-							BTR_RS02635	480		old_locus_tag=BT_0550,Btr_0550
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	577390	577869	-	WP_012231087.1	WP_012231087.1		hypothetical protein			BTR_RS02635	480	159	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	577948	578385	-							BTR_RS02640	438		
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	577948	578385	-	WP_038473333.1	WP_038473333.1		hypothetical protein			BTR_RS02640	438	145	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	578509	578874	-							BTR_RS02645	366		old_locus_tag=BT_0551a,Btr_0551a
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	578509	578874	-	WP_122364095.1	WP_122364095.1		hypothetical protein			BTR_RS02645	366	121	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	578974	579249	-							BTR_RS02650	276		
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	578974	579249	-	WP_038473334.1	WP_038473334.1		helix-turn-helix domain-containing protein			BTR_RS02650	276	91	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	579344	579997	+							BTR_RS02655	654		old_locus_tag=BT_0553,Btr_0553
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	579344	579997	+	WP_004856665.1	WP_004856665.1		LexA family transcriptional regulator			BTR_RS02655	654	217	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	580018	581073	+							BTR_RS02660	1056		old_locus_tag=BT_0554,Btr_0554
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	580018	581073	+	WP_012231089.1	WP_012231089.1		type I restriction enzyme HsdR N-terminal domain-containing protein			BTR_RS02660	1056	351	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	581482	581856	+							BTR_RS02665	375		old_locus_tag=BT_0555,Btr_0555
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	581482	581856	+	WP_012231090.1	WP_012231090.1		hypothetical protein			BTR_RS02665	375	124	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	581925	582317	+							BTR_RS02670	393		old_locus_tag=BT_0556,Btr_0556
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	581925	582317	+	WP_012231091.1	WP_012231091.1		Rha family transcriptional regulator			BTR_RS02670	393	130	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	582327	583085	+							BTR_RS02675	759		old_locus_tag=BT_0557,Btr_0557
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	582327	583085	+	WP_012231093.1	WP_012231093.1		phage antirepressor Ant			BTR_RS02675	759	252	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	583098	583415	+							BTR_RS02680	318		old_locus_tag=BT_0558,Btr_0558
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	583098	583415	+	WP_012230964.1	WP_012230964.1		hypothetical protein			BTR_RS02680	318	105	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	583427	584041	+							BTR_RS02685	615		old_locus_tag=BT_0559,Btr_0559
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	583427	584041	+	WP_012230962.1	WP_012230962.1		hypothetical protein			BTR_RS02685	615	204	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	584045	584536	+							BTR_RS02690	492		old_locus_tag=BT_0560,Btr_0560
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	584045	584536	+	WP_012230960.1	WP_012230960.1		hypothetical protein			BTR_RS02690	492	163	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	584530	585072	+							BTR_RS02695	543		old_locus_tag=BT_0561,Btr_0561
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	584530	585072	+	WP_012230958.1	WP_012230958.1		hypothetical protein			BTR_RS02695	543	180	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	585146	585907	+							BTR_RS02700	762		old_locus_tag=BT_0562,Btr_0562
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	585146	585907	+	WP_038473337.1	WP_038473337.1		ERF family protein			BTR_RS02700	762	253	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	585909	586532	+							BTR_RS02705	624		old_locus_tag=BT_0563,Btr_0563
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	585909	586532	+	WP_012231098.1	WP_012231098.1		YqaJ viral recombinase family protein			BTR_RS02705	624	207	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	586611	586814	+							BTR_RS02710	204		old_locus_tag=BT_0564,Btr_0564
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	586611	586814	+	WP_007347214.1	WP_007347214.1		helix-turn-helix domain-containing protein			BTR_RS02710	204	67	
gene	tRNA	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	586915	586990	-							BTR_RS02715	76		old_locus_tag=BT_t0006,tRNA-Btr_0006
tRNA		GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	586915	586990	-				tRNA-Phe			BTR_RS02715	76		anticodon=GAA
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	587390	588547	+							BTR_RS02720	1158		old_locus_tag=BT_0565,Btr_0565
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	587390	588547	+	WP_012231100.1	WP_012231100.1		phosphoserine transaminase			BTR_RS02720	1158	385	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	588929	590218	+							BTR_RS02725	1290		old_locus_tag=BT_0567,Btr_0567
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	588929	590218	+	WP_012231101.1	WP_012231101.1		adenylosuccinate synthase			BTR_RS02725	1290	429	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	590455	591876	+							BTR_RS02730	1422		old_locus_tag=BT_0568,Btr_0568
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	590455	591876	+	WP_012231102.1	WP_012231102.1		membrane protein			BTR_RS02730	1422	473	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	592071	592955	-					rpoH		BTR_RS02735	885		old_locus_tag=BT_0569,Btr_0569
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	592071	592955	-	WP_012231103.1	WP_012231103.1		RNA polymerase sigma factor RpoH	rpoH		BTR_RS02735	885	294	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	593105	594109	-							BTR_RS02740	1005		old_locus_tag=BT_0570,Btr_0570
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	593105	594109	-	WP_012231104.1	WP_012231104.1		RluA family pseudouridine synthase			BTR_RS02740	1005	334	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	594141	595571	-							BTR_RS02745	1431		old_locus_tag=BT_0571,Btr_0571
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	594141	595571	-	WP_012231105.1	WP_012231105.1		aldehyde dehydrogenase family protein			BTR_RS02745	1431	476	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	596034	598610	+							BTR_RS02750	2577		old_locus_tag=BT_0572,Btr_0572
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	596034	598610	+	WP_012231106.1	WP_012231106.1		DNA translocase FtsK			BTR_RS02750	2577	858	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	600138	601826	+							BTR_RS02755	1689		old_locus_tag=BT_0574,Btr_0574
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	600138	601826	+	WP_012231107.1	WP_012231107.1		HAMP domain-containing histidine kinase			BTR_RS02755	1689	562	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	601845	602255	-					mscL		BTR_RS02760	411		old_locus_tag=BT_0575,Btr_0575
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	601845	602255	-	WP_012231108.1	WP_012231108.1		large conductance mechanosensitive channel protein MscL	mscL		BTR_RS02760	411	136	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	603523	604605	+							BTR_RS02765	1083		old_locus_tag=BT_0576,Btr_0576
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	603523	604605	+	WP_012231109.1	WP_012231109.1		quinone-dependent dihydroorotate dehydrogenase			BTR_RS02765	1083	360	
gene	tRNA	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	604758	604834	+							BTR_RS02770	77		old_locus_tag=BT_t0007,tRNA-Btr_0007
tRNA		GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	604758	604834	+				tRNA-His			BTR_RS02770	77		anticodon=GTG
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	605381	605707	+							BTR_RS02775	327		old_locus_tag=BT_0577,Btr_0577
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	605381	605707	+	WP_012231110.1	WP_012231110.1		hypothetical protein			BTR_RS02775	327	108	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	605796	606707	+							BTR_RS02780	912		old_locus_tag=BT_0578,Btr_0578
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	605796	606707	+	WP_012231111.1	WP_012231111.1		hypothetical protein			BTR_RS02780	912	303	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	606809	607720	+							BTR_RS02785	912		old_locus_tag=BT_0579,Btr_0579
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	606809	607720	+	WP_012231112.1	WP_012231112.1		hypothetical protein			BTR_RS02785	912	303	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	607717	607872	+							BTR_RS12865	156		
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	607717	607872	+	WP_158305289.1	WP_158305289.1		hypothetical protein			BTR_RS12865	156	51	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	608009	608842	+							BTR_RS02790	834		old_locus_tag=BT_0580,Btr_0580
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	608009	608842	+	WP_012231113.1	WP_012231113.1		hypothetical protein			BTR_RS02790	834	277	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	608835	609722	+							BTR_RS02795	888		old_locus_tag=BT_0581,Btr_0581
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	608835	609722	+	WP_012231114.1	WP_012231114.1		hypothetical protein			BTR_RS02795	888	295	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	609725	610639	+							BTR_RS02800	915		old_locus_tag=BT_0582,Btr_0582
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	609725	610639	+	WP_012231115.1	WP_012231115.1		hypothetical protein			BTR_RS02800	915	304	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	611094	611495	+							BTR_RS02805	402		old_locus_tag=BT_0583,Btr_0583
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	611094	611495	+	WP_012231116.1	WP_012231116.1		hypothetical protein			BTR_RS02805	402	133	
gene	protein_coding	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	611497	612000	+							BTR_RS02810	504		old_locus_tag=BT_0584,Btr_0584
CDS	with_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	611497	612000	+	WP_038473341.1	WP_038473341.1		hypothetical protein			BTR_RS02810	504	167	
gene	pseudogene	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	613351	613532	-							BTR_RS02815	182		partial;pseudo
CDS	without_protein	GCF_000196435.1	Primary Assembly	chromosome		NC_010161.1	613351	613532	-				DUF4102 domain-containing protein			BTR_RS02815	182		partial;pseudo
